,Emp34Id,EmpLastName,EmpFirstName,EmpLocationDesc,facility_city,facility_state,facility_zip,EmpDepartment,EmpDepartmentName,EmpPositionDesc,MgrTitle,Mgr34Id,EmpRNExperienceDate,latitude,longitude
4366,d1af042b-3332-40f8-b948-1b0138ef82c2,Williamson,Canea,Mountain View Hospital-Utah,Salt Lake City,UT,84121.0,91412,Medical Staff Services,Mgr Med Staff Svcs,Div AVP Med Staff Svcs,b1d890dc-c0b4-4314-8cbe-cd38351347c0,,40.6226,-111.7777
4440,e2bc618c-6b61-4dfe-989a-49c7da985528,Bins,Ronaldo,Brigham City Comm Hospital,Brigham City,UT,84302.0,75519,Wound Care,Dir Hyperbaric/Wound Care,CNO,6b5bc097-29ae-450b-ac8c-860ad819559d,,41.5079,-112.0152
4489,4d489dd5-fe46-4d61-9c53-f42ca844bd99,Jaskolski,Harshitha,St Marks Hospital,Kaysville,UT,84037.0,87709,St Marks Hospital,Asst Dir SC Ops,VP Resource Mgmt,b98dc8ac-1820-4a9f-be24-2a08d9b6fc69,,41.0375,-111.9326
4539,0363989d-7f27-4335-9949-780b1f1d9eef,Heidenreich,Palmer,Lone Peak Hospital,Draper,UT,84020.0,25016,Lone Peak,CNO Lone Peak Hospital,CEO Lone Peak Hospital,77d1575b-6916-4d3c-9962-c6d6b2a00d98,,40.5046,-111.881
4620,605e5830-d876-450e-95d0-0c6522faf384,Blanda,Sous,St Marks Hospital,Salt Lake City,UT,84124.0,83516,Security,Supv Security PRN,Supv Security,d83f373d-f05e-4cbc-96ad-e9098c704261,,40.6772,-111.8133
4635,53bcd147-a223-451d-8c59-176bf4ae0c6f,Roob,Ayden,Lakeview Hospital,Bountiful,UT,84010.0,34411,Lakeview Hospital,CEO Lakeview Hosp,Div President Mountain,c3db512f-6c95-4b50-be33-ad884ed8621e,,40.8775,-111.8727
4680,01a6dfef-b363-46a6-bba9-245f6ca093d0,Bartoletti,Diona,Cache Valley Hospital,Salt Lake City,UT,84121.0,91412,Medical Staff Services,Div Mgr Credentialing Ops WFH,Div AVP Med Staff Svcs,b1d890dc-c0b4-4314-8cbe-cd38351347c0,,40.6226,-111.7777
4712,d052ad10-07d4-407c-a704-64ceb348e637,Lesch,Olavo,St Marks Hospital,Salt Lake City,UT,84124.0,78116,Trauma,Dir Trauma Program/Research,CNO,cb68b1c4-36b8-4dd8-9875-740675e054a9,5/8/2015,40.6772,-111.8133
4729,a9577f06-a8f1-47ee-a2f5-63ceb9222653,Hoeger,Orrin,St Marks Hospital,Salt Lake City,UT,84124.0,90216,Finance Accounting,Asst Controller,Controller,6f7fa856-d072-485b-938d-8f1ee6215b92,,40.6772,-111.8133
4747,e435afe0-2a61-4468-abe4-8067d25bc149,Beier,Julienne,Eastern Idaho RMC,Kaysville,UT,84037.0,70909,OR Mat Mgnt Eastern Idaho RMC,Mgr OR Material,Dir SC Ops E,08a4e65b-a794-4d7c-bfe1-fc63204bfa05,,41.0375,-111.9326
4777,299ce1ef-1f79-4216-afba-4ab4ff172dfc,Denesik,Jaza,Lone Peak Hospital,Draper,UT,84020.0,66014,Postpartum/Nursery,Dir Womens Svcs,CNO,0363989d-7f27-4335-9949-780b1f1d9eef,,40.5046,-111.881
4785,d026098c-0e7e-4190-8d4b-f5624c49baf5,Kerluke,Jamica,Alaska Regional Hospital,Salt Lake City,UT,84121.0,90412,Managed Care,Div Bus Dev Liaison,Mgr Employer/Broker Relat,,,40.6226,-111.7777
4801,d5049361-8cb5-4ea2-82ad-dbd14bd69c70,Hickle,Charlis,Lakeview Hospital,Bountiful,UT,84010.0,72820,Radiology,Dir Diagnostic Imaging,CEO,53bcd147-a223-451d-8c59-176bf4ae0c6f,,40.8775,-111.8727
4842,f946a741-9bfc-41bc-a24a-7af7f71f5f94,Keeling,Lershelia,Eastern Idaho RMC,Kaysville,UT,84037.0,71809,Pharmacy Directors,Dir Pharm E,VP Pharm Svcs,c0840345-2f59-4a97-bf51-da828e0e7a3a,,41.0375,-111.9326
4858,c2f69554-8665-4c39-b138-0feb721885b4,Herzog,Joylie,Ogden Regional Medical Center,Ogden,UT,84405.0,78117,Trauma Services,Dir Trauma Program,CMO,7676f041-f231-4299-ab6e-7830e42bdc73,5/19/1997,41.1739,-111.9809
4932,989201fd-1c3b-4638-a8cd-1df36dfda2b9,Swift,Linbell,MountainStar Healthcare,Salt Lake City,UT,84121.0,90012,Administration,Div VP Academic Affairs and Cl,Div CNE,65bc9289-aa55-4d44-b8d4-5a42bbb7b4a6,,40.6226,-111.7777
5021,21c0c937-5ec1-4f1b-93f5-47115e2ab774,Corkery,Hersha,Lone Peak Hospital,Draper,UT,84020.0,78014,ER,Dir Clinical Operations,CNO,0363989d-7f27-4335-9949-780b1f1d9eef,,40.5046,-111.881
5022,c0a6bf9e-e783-4e09-8e48-78d436775c17,White,Karle,St Marks Hospital,Salt Lake City,UT,84124.0,90016,Administration,Asst CNO,CNO,cb68b1c4-36b8-4dd8-9875-740675e054a9,,40.6772,-111.8133
5028,6cdec6c5-32bd-4dce-82cb-c6fdb8f21001,Denesik,Keithia,Lone Peak Hospital,Draper,UT,84020.0,60014,Nurs Admin,Supv House Admin,Dir Clinical Operations,21c0c937-5ec1-4f1b-93f5-47115e2ab774,6/29/1986,40.5046,-111.881
5062,f31068dc-03d1-4191-8a97-157e44ca7a60,Gleason,Damerius,Timpanogos Regional Medical Ct,Orem,UT,84059.0,83018,Engineering,Dir Facilities Mgmt,COO,b4c2fb90-42ee-48fa-8091-031b089fffc8,,40.177,-111.536
5073,c4f924c4-944c-4c31-8d13-5fb435bb6062,Schroeder,Chm-04,MountainStar Healthcare,Draper,UT,84020.0,90027,Administration,Div VP Clinical Education,Group VP Clinical Education,,,40.5046,-111.881
5076,e311db64-4e7d-45e3-8463-a5c161dc678b,Harvey,Melvyn,MountainStar Healthcare,Salt Lake City,UT,84121.0,91612,Value Based Care,AVP Value Based Care,Div President,c3db512f-6c95-4b50-be33-ad884ed8621e,,40.6226,-111.7777
5080,c77271b1-4eb7-4576-a9e3-4b0f568bfdd4,Gislason,Sequan,Timpanogos Regional Medical Ct,Orem,UT,84059.0,95518,Risk,Dir Patient Safety,CMO,98ba62f5-575e-4efb-a45a-ed98cce0fcbf,6/16/2000,40.177,-111.536
5185,5d6fd55a-d76c-4ba4-8601-72c1ed17c7e6,Volkman,Jhonnie,Lakeview Hospital,Bountiful,UT,84010.0,80020,Dietary,Executive Chef,Dir Food & Nutrition Svcs,4a7b9d16-2b2c-4c6e-8145-020051164754,,40.8775,-111.8727
5206,1871d701-58bf-4141-b17d-6df42531f3ce,Kris,Marckendsi,Lakeview Hospital,Bountiful,UT,84010.0,76020,Adult BH SW and Rec Therapy,Supv Behavioral Health,Mgr Behavioral Health Nursing,40d18930-579d-4601-802a-0762caa53c8d,,40.8775,-111.8727
5207,6799f085-93f3-457c-bfb3-161985f91702,Doyle,Ronard,Mountain Supply Chain,Kaysville,UT,84037.0,81209,Warehouse UT,Supv WH Shift,Mgr WH/Logistics,89b8be4f-82d8-4899-b6f0-b4fdbeda1d1b,,41.0375,-111.9326
5254,14fbc715-3be5-42f8-9efd-e3b0f9f64584,Hackett,Myoung,Ogden Regional Medical Center,Ogden,UT,84405.0,61417,Surgical Unit,Mgr Med/Surg,Dir Med/Surg,31b28cb6-5f44-4cfa-9512-14db47dd04e6,1/3/2009,41.1739,-111.9809
5267,f44a2664-4932-44c1-adc6-463f8bac3b76,Ankunding,Charlicia,Ogden Regional Medical Center,Ogden,UT,84405.0,34415,Ogden Reg Med Ctr,CNO Ogden Reg Med Ctr,CEO Ogden Reg Med Ctr,c7919ecb-4449-4d7b-82c8-5ec72a06430d,,41.1739,-111.9809
5277,a6a9fa1e-04b0-4f24-b988-e2433ef47859,Goyette,Lesta,Ogden Regional Medical Center,Salt Lake City,UT,84121.0,91412,Medical Staff Services,Mgr Med Staff Svcs,Div AVP Med Staff Svcs,b1d890dc-c0b4-4314-8cbe-cd38351347c0,,40.6226,-111.7777
5300,fb1a8649-a7ee-4c12-a118-9ed46d01f46a,Rowe,Karlei,Mountain Supply Chain,Kaysville,UT,84037.0,90009,Administration,Div Dir Fin Ops,CFO Supply Chain,,,41.0375,-111.9326
5367,e7b0d878-bf00-486a-b43e-a12e707639fb,Greenfelder,Envi,St Marks Hospital,Kaysville,UT,84037.0,70309,OR Mat Mgt St. Marks Hosp,OR Materials Coord,Mgr OR Material,8d7748af-a91c-41fc-b3e3-d62b33e93407,,41.0375,-111.9326
5392,37bc2a30-17f3-4465-8b44-9fd58748a62d,Kohler,Evie,St Marks Hospital,Salt Lake City,UT,84124.0,76216,Rehab Services,Dir OT/PT/ST,Asst Administrator,9542924f-d40d-4018-8141-b261345c9354,,40.6772,-111.8133
5412,bef6b270-e1bc-4fd4-a092-c99bc283daa1,Ritchie,Zachrey,Lone Peak Hospital,Salt Lake City,UT,84121.0,90012,Administration,Div Mgr Planning Analytics WFH,VP Planning and SL Support,5bbf74e2-be88-478c-baaa-af320a955cc4,,40.6226,-111.7777
5432,b326462e-986d-46c5-a007-83578980f5ee,Satterfield,Mike050,Timpanogos Regional Medical Ct,Orem,UT,84059.0,60118,Nursing Administration,Supv House Admin,CNO,b688b7ff-1eef-4e8f-a2ea-7f9df3dd465a,5/30/2017,40.177,-111.536
5744,5ca26afa-4544-4686-85e3-13f0cd92dceb,Spinka,Emery,St Marks Hospital,Salt Lake City,UT,84124.0,72616,Radiology CT Scanner,Mgr Diagnostic Imaging,Dir Diagnostic Imaging,f95d1325-deb1-4519-871c-ef53262b44be,,40.6772,-111.8133
5756,21975555-6237-44fd-b05a-64b776b55054,Bahringer,Jade,St Marks Hospital,Salt Lake City,UT,84124.0,90016,Administration,VP Operations,COO,04f283dc-575a-416b-ba82-a8c192f1ddb1,,40.6772,-111.8133
5758,ab3e867b-4ed5-4d07-88c0-399a23ba2147,Schulist,Tex,Lone Peak Hospital,Draper,UT,84020.0,70114,Surgery,Mgr Surgery,Dir Surgical Svcs,a2499dd3-1961-4482-a786-74cb6af1bd99,,40.5046,-111.881
5764,d13f5744-53e4-49ab-9500-04ca5a0be37f,Romaguera,Kenn,Lone Peak Hospital,Draper,UT,84020.0,80014,Dietary,Dir Food & Nutrition Svcs,Dir Diagnostic Imaging,17db08cc-c88b-43f6-b433-7b0d36a422e9,,40.5046,-111.881
5808,49f779e8-82d8-4ea4-9eca-c9b53a8993be,Willms,Kellen,MountainStar Healthcare,Salt Lake City,UT,84121.0,90074,Mountain Division,Div CMO & Div VP Clin Resource,Div President Mountain,c3db512f-6c95-4b50-be33-ad884ed8621e,,40.6226,-111.7777
5874,b98dc8ac-1820-4a9f-be24-2a08d9b6fc69,Ratke,Mekai,St Marks Hospital,Kaysville,UT,84037.0,87709,St Marks Hospital,VP Resource Mgmt,CEO,9cd61df1-b529-47ec-9f6c-22c456c29214,,41.0375,-111.9326
5884,babf7e32-6b4a-487c-b566-8ab75e7f424a,Mueller,Altwan,St Marks Hospital,Salt Lake City,UT,84124.0,83016,Plant Ops and Maintenance,Dir Construction Mgmt,COO,04f283dc-575a-416b-ba82-a8c192f1ddb1,,40.6772,-111.8133
5915,1ea34867-8607-4579-aa09-ec40273a3b4c,Howe,Jaime,Ogden Regional Medical Center,Ogden,UT,84405.0,78017,Emergency Department,Dir Emergency Svcs,COO,8e7be561-8cab-41ea-af27-9ea2abe23b86,,41.1739,-111.9809
5955,d396e78c-b9b7-4ff2-978f-98f9abb1d8ae,Deckow,Frisner,Cache Valley Hospital,Kaysville,UT,84037.0,71809,Pharmacy Directors,Dir Pharm A,VP Pharm Svcs,c0840345-2f59-4a97-bf51-da828e0e7a3a,,41.0375,-111.9326
6020,aefaa684-2197-4884-83af-7f8b153b761e,O'Conner,Deangilo,Ogden Regional Medical Center,Ogden,UT,84405.0,72817,Diagnostic Radiology,Mgr Diagnostic Imaging,Dir Cardiovascular Svcs,f1d187b7-ff97-486f-86fe-2221ffb73df6,,41.1739,-111.9809
6181,fb5fbd7f-8f51-4345-91f2-7d1668a98a4a,Zboncak,Kyree,Timpanogos Regional Medical Ct,Orem,UT,84059.0,78118,Trauma,Dir Trauma Program,CEO Timpanogos Reg Med,653ea03c-d9de-484a-bec5-4bb68922e5ee,11/17/2009,40.177,-111.536
6271,0be94de8-af26-4306-a2c7-e073a597e02e,MacGyver,Jerome,West Valley Medical Center,Kaysville,UT,84037.0,87009,West Valley Med Ctr,Dir SC Ops C,CEO,9cd61df1-b529-47ec-9f6c-22c456c29214,,41.0375,-111.9326
6284,53d20998-b0c3-41f0-9a36-7d8fefb0f958,Jacobs,Citlaly,MountainStar Healthcare,Salt Lake City,UT,84121.0,90012,Administration,Administrative Resident,COO,04f283dc-575a-416b-ba82-a8c192f1ddb1,,40.6226,-111.7777
6451,d83f373d-f05e-4cbc-96ad-e9098c704261,Gislason,Jessikia,St Marks Hospital,Salt Lake City,UT,84124.0,83516,Security,Supv Security,VP Operations,21975555-6237-44fd-b05a-64b776b55054,,40.6772,-111.8133
6483,54fb22f7-d172-41c5-97ec-e28b13eb7219,Ebert,Aran,MountainStar Healthcare,Salt Lake City,UT,84121.0,90074,Mountain Division,Div CFO Mountain,Div President Mountain,c3db512f-6c95-4b50-be33-ad884ed8621e,,40.6226,-111.7777
6509,77b93b22-b092-4128-807c-0ec237b3f5df,Trantow,Odaly,Eastern Idaho RMC,Salt Lake City,UT,84121.0,91412,Medical Staff Services,Mgr Med Staff Svcs,Div AVP Med Staff Svcs,b1d890dc-c0b4-4314-8cbe-cd38351347c0,,40.6226,-111.7777
6551,296164a5-137b-4be5-b063-259228231ef6,Carter,Delpha,Mountain Supply Chain,Kaysville,UT,84037.0,71909,Pharmacy Whse,Mgr CSC Pharm,VP Pharm Svcs,c0840345-2f59-4a97-bf51-da828e0e7a3a,,41.0375,-111.9326
6634,f1d187b7-ff97-486f-86fe-2221ffb73df6,Dietrich,Hamza,Ogden Regional Medical Center,Ogden,UT,84405.0,74617,Invasive Cardiology,Dir Cardiovascular Svcs,VP Operations,0cb46815-710b-4938-b516-992943c58218,,41.1739,-111.9809
6675,a035f4a0-e94b-4009-8eff-daed0c77a1e7,Stehr,Kanetha,St Marks Hospital,Salt Lake City,UT,84124.0,34407,St Marks Hosp,CMO St Marks Hosp,CEO St Marks Hosp,3b42ab70-7cd3-4e95-a119-1527b06a1c9f,,40.6772,-111.8133
6706,e873706d-cec5-46bd-823d-bd112ef59f80,Feil,Taelor,Mountain Supply Chain,Kaysville,UT,84037.0,89609,FW/MTN Admin Support,Assoc Dir SC,CEO,9cd61df1-b529-47ec-9f6c-22c456c29214,,41.0375,-111.9326
6712,a2af630a-e95e-43f1-b7da-cf80c89cd51f,Corkery,Keary,St Marks Hospital,Salt Lake City,UT,84124.0,60716,Patient Unit Medical Telemetry,Mgr Med/Tele,Dir Med/Surg,30e42f04-9594-4fc1-92c8-994f0e8216c0,,40.6772,-111.8133
6757,1743d4a7-71bc-45b7-b41d-e539f9ddbafd,Flatley,Tuong,Ogden Regional Medical Center,Ogden,UT,84405.0,76417,Cancer Treatment Center,Dir Oncology,VP Operations,0cb46815-710b-4938-b516-992943c58218,,41.1739,-111.9809
6828,0f52d161-f204-4ddf-b2b6-e2d4e47aa65f,Rohan,Merrol,St Marks Hospital,Kaysville,UT,84037.0,71809,Pharmacy Directors,Dir Pharm F,VP Pharm Svcs,c0840345-2f59-4a97-bf51-da828e0e7a3a,,41.0375,-111.9326
6844,4175241a-ec9e-41aa-883d-547cbff16a6b,Kilback,Tillara,St Marks Hospital,Salt Lake City,UT,84124.0,94516,Risk Management,Dir Patient Safety,VP Quality/Risk Mgmt,0b74db7d-da49-4ebb-8ba3-40ac8b708257,,40.6772,-111.8133
6855,9337cce9-08a3-4307-b8d1-62089b784640,Orn,Donnella,Lakeview Hospital,Bountiful,UT,84010.0,83020,Maintenance,Dir Facilities Mgmt,CEO,53bcd147-a223-451d-8c59-176bf4ae0c6f,,40.8775,-111.8727
6893,dc383f16-ea9a-4948-a9e5-90a215ab78b7,Heaney,Migdelys,MountainStar Healthcare,Salt Lake City,UT,84121.0,84112,Transcription,Supv Transcription WFH,Div Controller,f5da453e-5557-456f-96e0-a70d3f3b5cb8,,40.6226,-111.7777
6929,75c4bb1d-8aa6-46f4-88e2-dddfc13f5352,Spencer,Bb-terri,Lakeview Hospital,Bountiful,UT,84010.0,89620,Infection Control,Mgr Inf Prev/EE Health,Dir Quality/Risk Mgmt,9524c116-1c97-4b00-b291-d7140e9a4573,,40.8775,-111.8727
7037,f95d1325-deb1-4519-871c-ef53262b44be,Mosciski,V'veldess,St Marks Hospital,Salt Lake City,UT,84124.0,72816,Radiology Diagnostic,Dir Diagnostic Imaging,VP Operations,21975555-6237-44fd-b05a-64b776b55054,,40.6772,-111.8133
7072,4fb6e483-5548-4b9e-a69b-9eb8fb607361,Langosh,Bb-armani,St Marks Hospital,Salt Lake City,UT,84124.0,60016,Nursing Administration,Supv House Admin,Dir House Supv Float Pool,bf64e3f4-6d5b-447c-9b40-0a29cd33050d,5/4/2012,40.6772,-111.8133
7165,72f5c97c-4d87-49e8-a3b0-3680fd90efe3,Turner,Carwin,Brigham City Comm Hospital,Brigham City,UT,84302.0,83019,Plant Operations,Dir Facilities Mgmt,CFO,0b03a05b-afe5-4306-8cd6-211689e553ea,,41.5079,-112.0152
7184,600204d0-73b4-43d0-986b-1afa4b69e868,Langworth,Rikia,St Marks Hospital,Salt Lake City,UT,84124.0,94616,Quality Improvement Prog,Dir Quality,VP Quality/Risk Mgmt,0b74db7d-da49-4ebb-8ba3-40ac8b708257,1/22/2019,40.6772,-111.8133
7188,ca81f719-499d-45f0-9aad-d34114ed5151,Farrell,Naggott,Alaska Regional Hospital,Kaysville,UT,84037.0,86109,Alaska Regional Hospital,Dir SC Ops E,CEO,9cd61df1-b529-47ec-9f6c-22c456c29214,,41.0375,-111.9326
7257,08a4e65b-a794-4d7c-bfe1-fc63204bfa05,Rutherford,Kwasi,Eastern Idaho RMC,Kaysville,UT,84037.0,86909,Eastern Idaho Reg Med Ctr,Dir SC Ops E,CEO,9cd61df1-b529-47ec-9f6c-22c456c29214,,41.0375,-111.9326
7399,d4a53258-da10-40db-aff9-68a17a33eb5d,Champlin,Claudiu,St Marks Hospital,Salt Lake City,UT,84124.0,70116,Surgery Care,VP Surgical Svcs,COO,04f283dc-575a-416b-ba82-a8c192f1ddb1,,40.6772,-111.8133
7400,d66f7b52-6005-4efd-8097-24c108a06ddd,Bogisich,Ja'lexus,St Marks Hospital,Salt Lake City,UT,84124.0,80016,Food Services,Mgr FNS/Production,Dir Food & Nutrition Svcs,06284b72-a54f-4b6f-b98b-ecd6e2e788b5,,40.6772,-111.8133
7431,9989cd42-7343-47fb-a052-4f92911137ca,Bergnaum,Baby-desirae,Lakeview Hospital,Kaysville,UT,84037.0,70409,OR Mat Mgmt Lakeview,OR Mat Coord,Dir SC Ops C,09d1bd47-4b31-4b61-b148-52faf8e5c2ca,,41.0375,-111.9326
7442,a4c09101-28a5-4e2d-860b-71c2ae258c8e,Berge,Drayson,Timpanogos Regional Medical Ct,Orem,UT,84059.0,90218,Accounting,Controller,CFO,e135d722-4e0e-4484-9b55-dd1fe11fa2a6,,40.177,-111.536
7449,a6cf8774-7c69-4c62-b98a-1b662d073bc0,Moen,Terale,Lakeview Hospital,Bountiful,UT,84010.0,34411,Lakeview Hospital,COO Lakeview Hosp,CEO Lakeview Hosp,53bcd147-a223-451d-8c59-176bf4ae0c6f,,40.8775,-111.8727
7467,e9076df4-01ce-4a3f-b725-7c3d5723f197,Russel,Elaina,St Marks Hospital,Salt Lake City,UT,84124.0,73616,Laboratory,Mgr Laboratory,VP Operations,21975555-6237-44fd-b05a-64b776b55054,,40.6772,-111.8133
7537,ef05de51-3b66-491e-964b-528f18fa6e30,Hegmann,Ignacio,St Marks Hospital,Salt Lake City,UT,84124.0,70416,Recovery Room,Mgr PACU,Dir Surgery,c5b0b70e-68e2-459d-bab7-2f5a8a679819,9/12/2000,40.6772,-111.8133
7541,c3db512f-6c95-4b50-be33-ad884ed8621e,Parker,Kmar,MountainStar Healthcare,Salt Lake City,UT,84121.0,90074,Mountain Division,Div President Mountain,Group President,,,40.6226,-111.7777
7587,236cc0f7-d085-4887-8cc0-45387b93d55c,Boyer,Bb-mai,Lakeview Hospital,Bountiful,UT,84010.0,75420,Respiratory,Dir Respiratory Therapy,CNO,9ce5ca41-5200-4471-8787-edfd70944c05,,40.8775,-111.8727
7634,6b5bc097-29ae-450b-ac8c-860ad819559d,Von,Mana,Brigham City Comm Hospital,Brigham City,UT,84302.0,34410,Brigham City Comm Hosp,CEO/CNO Brigham City Hospital,Div President Mountain,c3db512f-6c95-4b50-be33-ad884ed8621e,,41.5079,-112.0152
7669,02d1019d-c316-4e4a-a3ba-d31505e3c275,Prosacco,Bell,Lone Peak Hospital,Kaysville,UT,84037.0,87909,Lone Peak Hospital,Dir SC Ops C,Div Dir SC Ops,502df710-9ca9-4d71-bb0c-863de74f2400,,41.0375,-111.9326
7710,40d18930-579d-4601-802a-0762caa53c8d,Hahn,Manetta,Lakeview Hospital,Bountiful,UT,84010.0,65620,Behavioral Medicine,Mgr Behavioral Health Nursing,Dir Behavioral Health,,,40.8775,-111.8727
7722,6d234de4-d345-41e3-82f0-791d8725d600,Boehm,Janene,Ogden Regional Medical Center,Ogden,UT,84405.0,69317,Acute Rehab Center,Mgr Rehab Unit,Dir Rehab Svcs,,9/28/2020,41.1739,-111.9809
7788,49c7caf3-f352-45d7-a250-0385db316e24,Heidenreich,Joqunda,Brigham City Comm Hospital,Kaysville,UT,84037.0,71809,Pharmacy Directors,Dir Pharm A,VP Pharm Svcs,c0840345-2f59-4a97-bf51-da828e0e7a3a,,41.0375,-111.9326
7858,213a39d7-b60a-4bcf-8347-a85c3f535f31,Bogan,Zenzal,Lone Peak Hospital,Draper,UT,84020.0,61414,Surgical,Mgr Med/Surg,Dir Clinical Operations,21c0c937-5ec1-4f1b-93f5-47115e2ab774,7/10/2011,40.5046,-111.881
7879,7dc4013d-021f-43c5-a151-f706324cd07d,Simonis,Fresia,Timpanogos Regional Medical Ct,Kaysville,UT,84037.0,87809,Timpanogos Reg Med Ctr,Mgr OR Material,Dir SC Ops C,98450fcd-1b12-4615-ae4d-fe66d69a7256,,41.0375,-111.9326
7955,649f51cd-3760-423b-accb-273c72faec38,Strosin,Harlen,Lone Peak Hospital,Draper,UT,84020.0,81014,Housekeep,Supv Environmental Svcs,Dir Environmental Svcs,2727d71d-9497-44da-b839-c8f783866733,,40.5046,-111.881
7958,57f9f679-2c4e-4760-8edc-e1de131b46af,Schroeder,Noleen,Ogden Regional Medical Center,Ogden,UT,84405.0,60017,Nursing Administration,Supv House Admin,Dir Critical Care,304e7764-c750-46d5-8eb9-726d8f6da640,1/1/2020,41.1739,-111.9809
7979,9e778705-8b02-493e-8364-6b5ee50db22c,Baumbach,Dielila,Lakeview Hospital,Bountiful,UT,84010.0,90220,Accounting,Asst Controller,Controller,8960ddca-2858-4393-87b8-0a5b2ced9b73,,40.8775,-111.8727
8008,04e6e6a7-adf4-4fdd-b75c-a7be7a2c9719,Moen,Jefte,Lone Peak Hospital,Draper,UT,84020.0,73614,Lab,Supv Laboratory,Dir Laboratory,,,40.5046,-111.881
8034,f8e78880-a45f-45d1-ab3c-53306ddea554,Walker,Ollieshia,St Marks Hospital,Salt Lake City,UT,84124.0,75016,Echocardiology,Dir Cardiovascular Svcs,COO,04f283dc-575a-416b-ba82-a8c192f1ddb1,,40.6772,-111.8133
8092,c877eacf-8261-4477-af8b-e4dc53480264,Nolan,Tessa,Brigham City Comm Hospital,Brigham City,UT,84302.0,94619,Total Quality,Mgr Quality,Dir Quality/Risk Mgmt,f555f725-fd13-4e2b-8604-6b9ee844e7f3,,41.5079,-112.0152
8207,2727d71d-9497-44da-b839-c8f783866733,Conroy,Zaccheus,Lone Peak Hospital,Draper,UT,84020.0,81014,Housekeep,Dir Environmental Svcs,VP Quality,d368b597-a0b2-40af-b516-240e4a3cda35,,40.5046,-111.881
8230,115a4d96-2617-47ec-8c74-45ef3953d54e,Jast,Lane,Ogden Regional Medical Center,Ogden,UT,84405.0,60017,Nursing Administration,Supv House Admin PRN,Dir Critical Care,304e7764-c750-46d5-8eb9-726d8f6da640,,41.1739,-111.9809
8255,1b6a576b-4af0-460d-9d62-dd279ea7cad5,Schmidt,Xavieere,Mountain Supply Chain,Kaysville,UT,84037.0,81209,Warehouse UT,Inv Analyst/WH Coord,Mgr WH/Logistics,89b8be4f-82d8-4899-b6f0-b4fdbeda1d1b,,41.0375,-111.9326
8306,ac3a627c-c10c-4958-83a9-2c36914c772d,Emmerich,Satia,St Marks Hospital,Kaysville,UT,84037.0,70309,OR Mat Mgt St. Marks Hosp,OR Materials Coord,Mgr OR Material,8d7748af-a91c-41fc-b3e3-d62b33e93407,,41.0375,-111.9326
8343,6111f0a6-6a25-4dc8-82f2-214a6b17326a,Willms,Asegedech,Eastern Idaho RMC,Salt Lake City,UT,84121.0,92112,Utilization Review,Div Dir Denial Mgmt,CFO,54fb22f7-d172-41c5-97ec-e28b13eb7219,,40.6226,-111.7777
8356,1aea2efd-3fe4-4a5e-b11b-8677f3fa17af,Ernser,Ily,Timpanogos Regional Medical Ct,Orem,UT,84059.0,74418,EKG,Dir Respiratory Therapy,CNO,b688b7ff-1eef-4e8f-a2ea-7f9df3dd465a,,40.177,-111.536
8389,3397c4bd-f3ce-4a20-a106-ae82b7d3d92b,Orn,Elexis,Alaska Regional Hospital,Salt Lake City,UT,84121.0,91412,Medical Staff Services,Dir Med Staff Svcs,Div AVP Med Staff Svcs,b1d890dc-c0b4-4314-8cbe-cd38351347c0,,40.6226,-111.7777
8498,304e7764-c750-46d5-8eb9-726d8f6da640,Gerhold,Milenka,Ogden Regional Medical Center,Ogden,UT,84405.0,65017,Intensive Care Unit,Dir Critical Care,CNO,f44a2664-4932-44c1-adc6-463f8bac3b76,6/22/2013,41.1739,-111.9809
8537,0a1ea9be-12a7-4b7d-a74c-5cf807597eae,Douglas,Taegan,Timpanogos Regional Medical Ct,Orem,UT,84059.0,60118,Nursing Administration,Supv House Admin,CNO,b688b7ff-1eef-4e8f-a2ea-7f9df3dd465a,,40.177,-111.536
8587,4b4bfe03-b3f5-4e8e-9051-876427c9e5f9,Tillman,Kirra,Ogden Regional Medical Center,Ogden,UT,84405.0,81017,Environmental Services,Supv Environmental Svcs,Dir Environmental Svcs,95239ff5-dfb8-4087-8440-b5e0d00e81a1,,41.1739,-111.9809
8617,aa44c770-00af-4d81-9676-389b365d90bb,Kub,Shatrice,Timpanogos Regional Medical Ct,Kaysville,UT,84037.0,70509,OR Mat Mgmt Timp Reg MC,OR Mat Coord,Dir SC Ops C,98450fcd-1b12-4615-ae4d-fe66d69a7256,,41.0375,-111.9326
8655,95239ff5-dfb8-4087-8440-b5e0d00e81a1,Jacobi,Jermaine,Ogden Regional Medical Center,Ogden,UT,84405.0,81017,Environmental Services,Dir Environmental Svcs,VP Operations,0cb46815-710b-4938-b516-992943c58218,,41.1739,-111.9809
8686,cf09ab13-0f3f-40f0-863e-95a15a2c294f,Bartoletti,Itza,Mountain View Hospital-Utah,Kaysville,UT,84037.0,70609,OR Mat Mgmt Mountain View Hosp,OR Mat Coord,Dir SC Ops B,5d318ad3-97b2-414f-9dc2-6b3f53cdcb14,,41.0375,-111.9326
8726,3979817e-f937-407c-abb3-a2b4a7eb37b5,Berge,Zyana,Mountain Supply Chain,Kaysville,UT,84037.0,81209,Warehouse UT,Inv Analyst/WH Coord,Mgr WH/Logistics,89b8be4f-82d8-4899-b6f0-b4fdbeda1d1b,,41.0375,-111.9326
